Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Customer Segment,Device Used,Delivery Delay (Days),Customer Satisfaction Comment
7064,42,F,Laptop,Gadgets,1262,India,m,Blue,Summer,2.1,Active,Pickup,Yes,,34,card,Medium,Returning,mobile,5,Excellent
7065,26,M,Shirt,Gadgets,1761,,L,,Autumn,4.8,Yes,Standard,,PROMO10,29,Card,,New,Tablet,1,
7066,53,Other,shirt,,427,Germany,XL,Blue,,4.6,Yes,Pickup,No,NONE,40,Cash,High,,mobile,3,
7067,49,Female,Shirt,Gadgets,931,China,m,,Autumn,4.7,Active,Express,No,,0,Crypto,High,,Desktop,4,
7068,58,,Watch,Fashion,1618,China,L,Red,Harmattan,1.9,Inactive,Same Day,FALSE,PROMO10,26,Transfer,Medium,New,Mobile,4,
7069,34,Male,Phone,Accessories,981,India,m,Black,Summer,2.9,,Standard,No,NONE,1,Card,,Churn Risk,Desktop,14,
7070,21,Male,Laptop,Electronics,221,Nigeria,S,red,Harmattan,2.4,Inactive,Pickup,FALSE,PROMO10,26,,Medium,,,-2,Will buy again
7071,61,Male,Watch,Accessories,178,Germany,S,Green,Spring,2.3,No,Pickup,,,29,Crypto,Low,,,-2,Bad
7072,67,M,Laptop,Clothing,445,,S,White,,1.4,Inactive,,,PROMO10,1,Crypto,High,Returning,Desktop,2,Late delivery
7073,53,M,shirt,Clothing,110,,XL,red,Autumn,4.4,,Express,TRUE,PROMO10,30,Transfer,Low,VIP,Tablet,6,Will buy again
7074,64,Other,,Electronics,1705,France,M,Green,Winter,2.2,No,Same Day,No,PROMO10,16,Crypto,Medium,Churn Risk,,-1,Excellent
7075,57,,Headset,Fashion,415,China,L,White,,2.4,Active,Pickup,Yes,SALE20,5,,Very High,Returning,mobile,2,
7076,43,Female,Bag,,1441,Canada,m,Blue,Spring,3.4,Yes,Pickup,Yes,PROMO10,39,Crypto,,Churn Risk,,14,Late delivery
7077,16,M,,Electronics,117,,XL,White,Summer,4.7,No,Same Day,TRUE,WELCOME,36,Cash,Low,,Mobile,14,Bad
7078,50,F,Laptop,,150,USA,L,White,Winter,3.9,No,Standard,TRUE,SALE20,25,card,Medium,Returning,Desktop,9,Bad
7079,55,M,Shoes,Clothing,648,USA,XXL,red,Spring,3.6,No,Same Day,No,SALE20,5,card,Very High,Churn Risk,Mobile,6,Good
7080,23,Male,Watch,Fashion,1112,India,,Red,Harmattan,1.4,Yes,Same Day,Yes,SALE20,47,Crypto,Medium,,Tablet,-2,
7081,67,Female,Shirt,Accessories,1541,Canada,S,Green,Harmattan,3.5,,Same Day,Yes,,45,,Low,,Desktop,4,Bad
7082,69,Other,Laptop,Clothing,1793,Canada,S,Green,Autumn,2.1,No,Pickup,Yes,WELCOME,8,card,Low,,mobile,9,Good
7083,62,M,Phone,Fashion,540,USA,m,White,Winter,3.6,Active,Express,FALSE,NONE,40,Transfer,Low,Returning,mobile,1,
7084,22,Male,Shoes ,Fashion,302,,M,Black,Winter,2.3,,Standard,No,NONE,15,card,Low,Churn Risk,Desktop,13,
7085,26,F,Bag,Gadgets,192,USA,S,Black,Summer,1.3,Active,,TRUE,,33,Cash,,,Desktop,14,Good
7086,54,F,Watch,Accessories,115,,XXL,red,,4.4,Yes,Pickup,Yes,SALE20,21,,Very High,VIP,Desktop,-1,Excellent
7087,19,Other,Shoes,Fashion,1564,Germany,L,red,Autumn,3.2,Active,,,WELCOME,40,Crypto,Low,,,9,Will buy again
7088,40,Other,shirt,Electronics,60,Germany,XL,Green,Harmattan,2.1,Inactive,,,SALE20,43,Transfer,Medium,,Mobile,4,
7089,27,M,Shoes,,585,India,S,White,Winter,2.4,Inactive,Standard,FALSE,SALE20,22,,Medium,Churn Risk,,3,
7090,41,Other,Shirt,Accessories,1502,Germany,XL,red,,3.5,Yes,,TRUE,,37,Crypto,Low,VIP,Tablet,-1,
7091,53,,Shoes,Accessories,534,France,,Green,Winter,3.7,,Pickup,FALSE,WELCOME,29,Card,Very High,Returning,mobile,12,Will buy again
7092,61,,Shoes ,Clothing,1768,UK,M,Red,Autumn,2.9,Yes,,FALSE,PROMO10,8,Card,,VIP,Tablet,12,Late delivery
7093,27,Male,Laptop,Accessories,453,UK,S,Blue,Winter,3.1,,,TRUE,NONE,32,,,Churn Risk,Tablet,12,
7094,58,Male,Shirt,Accessories,1422,UK,M,Red,Winter,1.4,Inactive,,Yes,NONE,14,Crypto,High,VIP,Mobile,4,
7095,66,Male,Headset,Gadgets,1941,Nigeria,L,Blue,Spring,1.6,Inactive,Pickup,No,NONE,46,Crypto,High,New,Tablet,9,Will buy again
7096,68,,Shoes ,Accessories,1536,UK,L,White,Winter,1.8,Inactive,Same Day,Yes,SALE20,43,card,Medium,,Tablet,5,Will buy again
7097,52,M,shirt,,1598,Canada,XXL,White,Summer,3.1,No,Pickup,FALSE,PROMO10,28,Card,Medium,Returning,Tablet,10,Excellent
7098,61,M,Phone,,1191,France,S,Red,Autumn,2.7,Inactive,,TRUE,PROMO10,27,Crypto,Low,Churn Risk,Mobile,1,Excellent
7099,68,Other,Bag,,1672,Canada,XL,,Autumn,3.3,Active,,No,SALE20,12,Cash,Low,Churn Risk,,4,Good
7100,39,M,Shoes,Fashion,1968,UK,S,Red,Summer,1.7,Yes,Same Day,Yes,SALE20,39,,,Churn Risk,Desktop,8,
7101,31,Male,Shoes ,Electronics,223,China,L,red,Spring,4.9,,Pickup,FALSE,WELCOME,21,Crypto,High,Churn Risk,Desktop,-1,Good
7102,28,Female,Watch,,896,Germany,M,Black,,3.5,Inactive,Pickup,Yes,NONE,26,,Medium,New,mobile,0,
7103,40,Male,Phone,Gadgets,335,UK,XXL,red,,1.5,Yes,Pickup,TRUE,NONE,24,Transfer,Low,Returning,Desktop,-1,Good
7104,69,,Headset,Gadgets,1479,Canada,XL,Red,Spring,2.5,No,,TRUE,PROMO10,20,,Very High,Churn Risk,Mobile,7,Bad
7105,69,Female,Phone,Gadgets,1312,Canada,M,Green,Harmattan,4.9,Inactive,Standard,No,NONE,44,card,,,Tablet,3,Bad
7106,67,Other,Laptop,Gadgets,1167,UK,XL,red,Winter,4.9,Yes,,,NONE,21,card,Very High,New,mobile,14,
7107,69,F,Phone,Clothing,1543,,XXL,Blue,Summer,1.3,,Express,FALSE,WELCOME,44,card,,Churn Risk,mobile,-1,Late delivery
7108,19,M,Headset,Gadgets,508,Canada,m,,Autumn,4.3,Inactive,Same Day,,SALE20,17,Cash,Medium,New,,-1,
7109,26,M,Watch,Clothing,1384,China,,,,3.6,Active,Express,No,SALE20,23,Transfer,,New,Desktop,9,Excellent
7110,47,,,Clothing,1799,,XXL,Black,Spring,1.7,Inactive,Express,TRUE,,14,Crypto,,New,,0,Good
7111,64,Male,,Accessories,285,India,,red,Summer,4.3,Yes,Standard,FALSE,PROMO10,45,Card,Medium,Returning,mobile,5,Excellent
7112,22,Male,shirt,Electronics,848,UK,XL,red,Harmattan,3.6,No,Same Day,Yes,,21,card,Medium,New,mobile,0,Good
7113,61,Female,,Accessories,16,Nigeria,L,red,Harmattan,1.5,Inactive,Same Day,,WELCOME,48,card,,New,mobile,11,
7114,26,M,Shirt,Clothing,1973,,M,red,Winter,4.4,Active,Express,Yes,SALE20,0,Cash,Low,VIP,,5,Will buy again
7115,43,,Headset,Accessories,1468,Canada,M,red,Spring,4.0,No,Pickup,Yes,WELCOME,26,,High,Churn Risk,Desktop,3,
7116,69,Other,Shoes,Fashion,569,UK,,Green,Harmattan,1.0,Active,Express,TRUE,SALE20,12,Crypto,,Churn Risk,Desktop,4,Late delivery
7117,56,Male,Shoes ,Gadgets,1794,India,S,Green,Winter,2.0,No,Standard,,,5,Transfer,High,New,,13,Will buy again
7118,38,M,Laptop,Gadgets,1124,,M,Red,Spring,2.1,Inactive,Standard,Yes,,16,,Very High,New,Mobile,-2,Good
7119,60,F,Shoes ,Clothing,236,India,,Black,Harmattan,2.8,Yes,Same Day,TRUE,PROMO10,9,,Low,VIP,,1,Late delivery
7120,38,,Shoes ,Accessories,1806,,L,White,Autumn,1.9,No,Same Day,Yes,,15,card,High,New,Desktop,6,Good
7121,65,Female,Laptop,Fashion,1140,India,L,White,Autumn,4.3,No,Standard,,PROMO10,18,Cash,Low,New,Desktop,12,Excellent
7122,43,Male,Laptop,Fashion,1943,China,XL,Red,Summer,3.8,,Pickup,,WELCOME,11,card,,Returning,Tablet,5,Bad
7123,58,Male,Phone,,1075,China,S,Blue,Autumn,1.1,Inactive,Standard,TRUE,NONE,4,,Very High,,Desktop,8,Late delivery
7124,62,Other,Headset,Fashion,1722,China,M,Red,Autumn,3.8,Inactive,Standard,FALSE,PROMO10,21,Cash,Low,New,Tablet,14,Will buy again
7125,41,Male,Watch,Clothing,1775,USA,M,Blue,,4.8,Active,Pickup,No,,12,Transfer,,Churn Risk,mobile,2,Good
7126,40,,Shoes,,258,USA,,Green,Spring,3.0,Yes,Standard,,NONE,10,card,Very High,New,Tablet,-2,Good
7127,69,M,Watch,Accessories,1547,USA,XXL,Black,Winter,1.7,Yes,,FALSE,WELCOME,35,card,Low,,mobile,5,
7128,44,M,Bag,Fashion,1884,India,XL,White,Autumn,4.5,Inactive,Express,,,10,Crypto,,Returning,,10,Excellent
7129,34,M,shirt,Fashion,1451,China,,red,Spring,3.6,,Pickup,Yes,WELCOME,26,Transfer,Medium,Returning,Desktop,14,Excellent
7130,48,F,Bag,Accessories,292,Nigeria,m,red,,2.7,Yes,Standard,Yes,,8,Card,Medium,Returning,Desktop,6,Excellent
7131,51,F,shirt,Accessories,1819,China,S,Green,Autumn,2.6,Active,Standard,Yes,PROMO10,12,,,VIP,Tablet,6,
7132,29,Male,Phone,Gadgets,1334,China,L,Red,Harmattan,2.1,Inactive,Standard,Yes,NONE,49,Transfer,High,Returning,Mobile,-1,Late delivery
7133,29,F,,Electronics,1943,Germany,M,Black,,1.4,,,TRUE,,36,,Low,New,Mobile,4,
7134,50,F,Shoes ,Electronics,1012,UK,M,White,Spring,4.5,Yes,Express,FALSE,,24,Cash,,Returning,mobile,6,Excellent
7135,45,Other,shirt,Fashion,378,Nigeria,m,red,Winter,4.9,,Standard,Yes,,49,Transfer,High,New,Mobile,8,Good
7136,43,F,shirt,Accessories,199,Canada,XXL,Green,Summer,4.8,No,Standard,,PROMO10,1,,Very High,VIP,,-2,Good
7137,32,Female,Headset,Gadgets,1053,India,XXL,Red,Winter,1.7,,Express,Yes,SALE20,10,,Low,,Mobile,1,
7138,18,Female,,Clothing,1949,India,M,Blue,Summer,2.7,No,,Yes,,45,Cash,High,,mobile,14,Excellent
7139,31,Female,Shoes,Electronics,1034,Germany,M,Black,Autumn,2.2,Active,Pickup,Yes,NONE,12,card,Very High,VIP,,13,Will buy again
7140,61,Male,Shoes ,,1509,France,XXL,red,Spring,2.4,Yes,Standard,TRUE,NONE,48,Card,High,VIP,mobile,14,Excellent
7141,45,M,Headset,Electronics,869,,L,Blue,Winter,2.3,No,Standard,No,,27,Crypto,Very High,New,,7,
7142,67,Other,Laptop,Accessories,147,India,,Black,Harmattan,4.7,No,Same Day,TRUE,NONE,9,Cash,Very High,New,,14,Good
7143,44,Male,Watch,Clothing,707,USA,,red,Winter,4.8,Inactive,,,,35,,High,New,Desktop,9,Excellent
7144,60,M,,Electronics,1688,USA,M,Blue,Summer,1.2,Yes,Standard,Yes,WELCOME,34,,,VIP,,-2,
7145,30,Other,Shirt,Gadgets,175,USA,XL,Green,Autumn,3.1,Yes,Pickup,No,,4,Card,,,,8,Late delivery
7146,61,Other,Laptop,Electronics,494,USA,M,,Spring,3.6,No,Same Day,FALSE,,42,Cash,Low,Returning,Mobile,-2,Excellent
7147,40,Other,Shoes ,Accessories,100,Germany,XL,White,Autumn,2.0,No,,FALSE,,30,Cash,Low,,Desktop,-2,Bad
7148,66,Female,Laptop,Accessories,988,Germany,XXL,,Harmattan,1.2,Inactive,Same Day,Yes,SALE20,39,,Very High,,Tablet,7,Will buy again
7149,53,Female,,,1223,China,m,,Summer,1.3,No,Standard,,SALE20,6,Crypto,,Churn Risk,Desktop,13,Excellent
7150,57,Female,Laptop,,264,Germany,,Red,Summer,4.0,Active,Same Day,Yes,,23,,Low,,mobile,5,Good
7151,62,Other,Laptop,Clothing,1264,China,m,White,Summer,2.5,Inactive,Pickup,FALSE,NONE,26,card,,Returning,mobile,2,Good
7152,68,,,Electronics,1546,France,L,Black,Autumn,3.3,Inactive,Express,FALSE,SALE20,28,Crypto,,VIP,,2,
7153,69,Other,shirt,Clothing,1087,Canada,S,red,Harmattan,2.3,No,,TRUE,,21,,Low,Churn Risk,Mobile,0,Good
7154,67,Female,Shirt,Electronics,1789,Canada,S,Blue,Winter,4.3,,,FALSE,WELCOME,10,Card,Low,,Mobile,13,Will buy again
7155,53,Other,Headset,Fashion,56,UK,S,red,Summer,1.4,No,Pickup,No,NONE,17,Crypto,High,Churn Risk,Tablet,9,Excellent
7156,38,Female,Bag,Electronics,791,,XXL,White,Summer,1.1,No,Same Day,,NONE,28,card,Very High,,,0,Bad
7157,40,Female,Laptop,Accessories,126,Germany,XXL,,,2.8,No,Express,FALSE,PROMO10,4,Cash,,VIP,mobile,12,Excellent
7158,57,Female,Shoes,Accessories,1566,China,M,,,2.6,Active,Standard,FALSE,,39,,Very High,VIP,Desktop,13,
7159,22,,Bag,Fashion,1844,Canada,L,,Summer,1.1,,Same Day,TRUE,NONE,43,Crypto,Medium,Returning,mobile,-1,
7160,37,M,Shirt,Electronics,1245,UK,,Red,Summer,4.3,,,FALSE,SALE20,49,Transfer,Low,,,10,Late delivery
7161,32,Other,,Electronics,699,France,L,Red,Harmattan,3.2,Inactive,,TRUE,,31,Crypto,Medium,,Desktop,3,Excellent
7162,33,Male,Headset,Accessories,93,France,M,White,,4.4,Active,,TRUE,WELCOME,24,,Very High,,Desktop,2,
7163,64,Female,Watch,Fashion,1471,France,L,Blue,Spring,2.8,Yes,,TRUE,NONE,29,Cash,Very High,New,Mobile,0,Late delivery
7164,56,,Shoes,Accessories,974,USA,L,red,Summer,3.5,Yes,Express,Yes,WELCOME,5,Transfer,Medium,VIP,Mobile,12,Late delivery
7165,25,Male,Shoes ,Fashion,42,France,M,Black,,1.1,Active,,,NONE,20,card,High,Churn Risk,Mobile,10,Will buy again
7166,25,M,shirt,Accessories,88,Germany,,,Spring,4.1,No,Express,,WELCOME,42,Card,High,VIP,Tablet,7,Bad
7167,22,Other,Shoes,Gadgets,1929,Germany,m,,Autumn,1.3,Yes,,Yes,,18,,,VIP,Desktop,14,
7168,63,,Phone,Electronics,1966,UK,,Green,Autumn,2.1,No,Pickup,Yes,WELCOME,5,Cash,,Returning,Desktop,12,Good
7169,65,Female,Headset,Clothing,1136,Germany,XXL,red,,2.9,Active,Standard,No,SALE20,22,Crypto,High,Churn Risk,,8,Excellent
7170,53,Female,Shirt,Gadgets,1014,Nigeria,S,Blue,Winter,2.0,No,Pickup,No,PROMO10,47,Transfer,Low,VIP,Mobile,13,Will buy again
7171,42,Female,Watch,Accessories,1703,Nigeria,m,Green,Summer,1.2,Active,,TRUE,PROMO10,30,card,Very High,VIP,,13,Late delivery
7172,67,,Shoes ,Fashion,713,India,m,,Autumn,3.8,Inactive,Express,Yes,SALE20,42,,Low,Returning,mobile,-1,Excellent
7173,48,Male,Shoes ,Clothing,1793,India,M,White,Harmattan,2.6,Yes,Same Day,,,24,Transfer,Medium,Churn Risk,mobile,11,Bad
7174,16,M,,Fashion,743,,M,,Harmattan,4.0,No,Express,Yes,WELCOME,13,Transfer,Low,,Mobile,3,Bad
7175,59,Other,,,1031,,S,White,Spring,2.0,Inactive,Standard,Yes,WELCOME,40,,High,VIP,,13,
7176,68,M,Shoes ,Fashion,1837,India,S,White,Harmattan,2.9,Yes,Express,Yes,SALE20,1,Transfer,Low,Returning,Tablet,2,
7177,49,Female,Watch,,676,,XL,Black,Summer,2.4,Active,Same Day,,PROMO10,13,Crypto,Low,Returning,Desktop,0,Bad
7178,19,M,Watch,,1320,,XL,White,Autumn,2.7,Active,Same Day,,PROMO10,44,,Very High,New,Desktop,8,Will buy again
7179,32,Male,Bag,Electronics,34,UK,XL,Blue,Autumn,4.9,Active,Standard,FALSE,,15,Card,Low,Returning,Desktop,-2,Bad
7180,19,F,Shirt,Accessories,632,Canada,XXL,Blue,Autumn,2.6,Yes,Standard,Yes,WELCOME,36,Card,Medium,Returning,,2,
7181,58,F,Phone,Electronics,1909,Nigeria,M,Black,,3.1,Inactive,Same Day,No,SALE20,32,Card,Low,,Mobile,-1,Excellent
7182,69,Other,shirt,,1195,USA,XL,Red,Summer,4.8,Active,Standard,,WELCOME,45,,Medium,New,Mobile,7,Bad
7183,41,Other,Laptop,Fashion,97,China,XXL,,Winter,1.2,,Standard,,SALE20,44,Card,,New,Tablet,13,Will buy again
7184,19,M,Phone,Electronics,222,,S,Green,Spring,2.3,Inactive,,FALSE,PROMO10,36,Transfer,High,,Mobile,6,
7185,16,Other,Watch,Gadgets,1649,,XL,red,Harmattan,1.8,Active,Same Day,Yes,,14,Cash,,,Desktop,9,Late delivery
7186,22,,Watch,,1117,,M,Blue,Spring,2.8,Inactive,,,,26,card,Very High,,Mobile,0,Will buy again
7187,45,Male,Laptop,Fashion,1216,Nigeria,m,red,Spring,1.5,Active,Same Day,No,PROMO10,29,card,High,New,Tablet,1,Good
7188,65,Female,Laptop,Fashion,1724,China,L,Blue,Autumn,2.8,Yes,,,PROMO10,11,Transfer,Low,,mobile,10,Good
7189,24,Female,Shoes ,Gadgets,976,Germany,XXL,,,2.2,,Standard,TRUE,WELCOME,35,,Low,VIP,,-2,Bad
7190,50,M,Phone,Fashion,1750,UK,m,red,Harmattan,4.9,No,Express,No,NONE,26,Transfer,Medium,Returning,,9,Late delivery
7191,23,Female,Phone,Clothing,890,France,XXL,White,Spring,1.6,Active,Standard,,,28,card,Low,Churn Risk,mobile,5,Excellent
7192,39,M,shirt,Clothing,702,Canada,S,Red,Autumn,2.9,Yes,Same Day,Yes,,17,,,Returning,,5,Will buy again
7193,34,Other,Laptop,Accessories,286,Nigeria,S,White,Summer,3.7,Inactive,Pickup,TRUE,NONE,38,Card,,,Desktop,14,Will buy again
7194,51,Other,Headset,Accessories,979,UK,S,,Autumn,3.4,Active,Express,TRUE,NONE,6,Cash,,Returning,Desktop,9,Excellent
7195,65,,Phone,Electronics,393,USA,m,,Autumn,2.3,No,Standard,FALSE,NONE,45,Crypto,Very High,New,Desktop,1,Will buy again
7196,67,,shirt,Electronics,1724,Nigeria,XL,Black,Summer,2.1,,Pickup,Yes,PROMO10,47,,Very High,VIP,Desktop,10,Good
7197,58,Male,Shoes ,Gadgets,933,,,,Harmattan,2.6,No,Standard,,PROMO10,10,Crypto,Very High,Churn Risk,,3,Will buy again
7198,42,Female,Shoes ,Gadgets,877,UK,S,Green,Harmattan,1.3,,Express,FALSE,NONE,49,card,Very High,New,Tablet,11,Excellent
7199,47,,,,141,Nigeria,L,red,Harmattan,2.4,No,,FALSE,SALE20,23,card,Low,Returning,Desktop,13,
7200,29,Male,,Fashion,292,UK,XXL,Green,Winter,3.4,Inactive,,Yes,,48,Cash,Medium,Churn Risk,Desktop,8,Bad
7201,33,F,Bag,Accessories,1361,Nigeria,,White,Spring,5.0,,Pickup,,NONE,1,,Low,Churn Risk,Desktop,7,Will buy again
7202,43,,shirt,,623,Nigeria,m,,Autumn,3.5,Active,Same Day,No,WELCOME,34,Card,Medium,Churn Risk,Tablet,1,
7203,44,Male,Shoes ,Accessories,416,,XXL,Green,Winter,4.8,Inactive,Same Day,No,,12,Transfer,,Returning,mobile,0,Good
7204,31,M,Bag,Accessories,411,Nigeria,S,Green,Spring,1.0,Inactive,Express,Yes,SALE20,9,Crypto,Medium,Returning,Mobile,5,
7205,50,M,,Accessories,604,Germany,,,Autumn,4.1,Yes,Standard,Yes,NONE,1,Card,Very High,Churn Risk,Mobile,7,Late delivery
7206,62,Male,Shoes,Electronics,1153,Germany,M,Red,,2.9,Inactive,,No,SALE20,9,Transfer,High,,Desktop,6,Bad
7207,46,Other,Phone,Clothing,1225,Nigeria,XXL,,Harmattan,3.5,Active,Pickup,,,19,Cash,Very High,Returning,Mobile,9,Good
7208,19,F,Laptop,,626,,,Blue,Summer,2.4,,Express,TRUE,,25,Transfer,High,,Desktop,4,Bad
7209,52,Male,Shoes ,Gadgets,1535,Germany,XL,red,Winter,2.2,No,,,NONE,2,Transfer,Medium,Returning,Tablet,3,
7210,32,,Watch,Gadgets,1858,USA,M,Black,Summer,2.4,No,Standard,FALSE,SALE20,12,Card,Low,Churn Risk,Mobile,12,Will buy again
7211,54,Other,,Accessories,1076,India,M,Red,Harmattan,3.4,Yes,Standard,No,,32,Crypto,Very High,Churn Risk,mobile,-2,
7212,63,Male,Phone,Accessories,1350,,L,Red,Spring,3.5,No,Same Day,FALSE,PROMO10,37,card,,Returning,Tablet,8,Late delivery
7213,61,Female,shirt,Electronics,1218,Canada,m,White,Summer,3.2,Yes,Pickup,No,NONE,35,card,Medium,VIP,,13,Excellent
7214,41,,Watch,Electronics,1651,Germany,S,,Summer,2.6,Yes,Same Day,Yes,NONE,24,Card,Medium,VIP,mobile,8,Good
7215,63,,Bag,Gadgets,1762,,XL,White,,4.1,Inactive,Standard,TRUE,PROMO10,23,Cash,,Churn Risk,Mobile,3,
7216,54,M,Watch,Accessories,1525,USA,M,,Spring,4.2,Inactive,Pickup,,SALE20,20,card,,VIP,Tablet,12,Good
7217,56,Female,Laptop,Accessories,73,Germany,M,White,Winter,3.9,Inactive,Pickup,TRUE,,38,Card,Low,,Tablet,-2,Will buy again
7218,19,Female,Phone,,700,France,S,Black,Winter,1.7,Yes,Express,,WELCOME,40,card,Medium,New,mobile,10,Will buy again
7219,45,,Watch,Gadgets,1358,UK,XL,White,Autumn,2.5,,,TRUE,PROMO10,16,Cash,High,VIP,Tablet,10,Bad
7220,45,F,shirt,Electronics,499,,S,Blue,,4.6,No,,FALSE,PROMO10,46,Transfer,Medium,Returning,Desktop,0,
7221,37,Other,Bag,,888,China,m,Black,Autumn,2.9,No,Standard,FALSE,PROMO10,40,card,,Returning,Tablet,3,Good
7222,26,M,Shoes,Gadgets,1704,Canada,,Green,Harmattan,3.1,,Pickup,FALSE,PROMO10,9,card,Low,Returning,Mobile,-2,
7223,17,Female,Shirt,Electronics,296,Germany,XL,Black,Spring,4.3,Inactive,,TRUE,WELCOME,12,Cash,,New,Mobile,13,Late delivery
7224,59,M,Shoes ,Electronics,1980,China,S,,Spring,4.8,No,,No,SALE20,12,Cash,,VIP,,14,Late delivery
7225,27,,Laptop,,1025,Nigeria,S,Green,Autumn,4.7,No,Pickup,No,,24,,,Churn Risk,Desktop,14,Excellent
7226,45,Other,Headset,,1547,China,,Red,,2.0,Active,Standard,No,NONE,10,,Low,New,Mobile,9,Good
7227,51,Male,Shirt,Electronics,737,France,S,Green,Winter,1.3,Inactive,Standard,FALSE,PROMO10,39,Crypto,Very High,VIP,Tablet,7,Bad
7228,33,Female,,Accessories,420,India,L,Black,,3.1,No,Express,No,,18,Crypto,,Returning,Tablet,11,Good
7229,41,Other,Shoes ,Gadgets,1247,Canada,S,Blue,Winter,3.8,,Same Day,,PROMO10,8,card,Very High,Churn Risk,Desktop,1,Late delivery
7230,68,M,,Electronics,901,France,m,,Autumn,4.1,Yes,,Yes,,21,Crypto,Low,,Mobile,-2,
7231,22,,shirt,Clothing,1598,Canada,m,Blue,Spring,3.7,,Standard,,SALE20,1,card,Medium,New,Mobile,9,Bad
7232,16,Other,Headset,Electronics,1530,USA,,Green,Summer,1.4,Yes,Same Day,Yes,WELCOME,6,Transfer,,New,mobile,8,Good
7233,41,Male,,Electronics,1304,Nigeria,m,Black,Summer,2.3,Inactive,Same Day,FALSE,WELCOME,1,Card,,VIP,Tablet,13,Excellent
7234,38,Other,Shoes,,422,Canada,,Green,Harmattan,1.0,,Pickup,No,NONE,41,Transfer,Medium,Returning,Tablet,1,
7235,41,,Shirt,Electronics,567,India,M,Green,Winter,4.2,Active,Standard,No,WELCOME,25,Cash,High,Churn Risk,Tablet,14,Will buy again
7236,60,M,shirt,Fashion,1448,China,L,,Spring,1.3,No,Standard,TRUE,SALE20,11,Crypto,,New,Mobile,0,Late delivery
7237,21,Female,,,1950,UK,,Red,Winter,3.4,Active,,No,NONE,15,card,Low,,Tablet,1,Bad
7238,21,Female,Headset,Clothing,731,UK,m,Black,Summer,2.4,,Express,No,PROMO10,15,Card,,Returning,Tablet,2,Will buy again
7239,59,F,Bag,Accessories,1189,Germany,S,Green,Spring,2.8,Yes,Pickup,,WELCOME,4,,Low,New,Desktop,7,Excellent
7240,23,M,Phone,,5,India,XL,White,Autumn,2.2,Active,,,,24,card,Medium,Churn Risk,Mobile,5,Bad
7241,39,F,Shoes,Gadgets,1095,Canada,XXL,White,Summer,4.0,Active,,Yes,PROMO10,16,Cash,High,VIP,Desktop,-2,Late delivery
7242,37,F,,Gadgets,1590,India,L,,Summer,2.3,Yes,Standard,TRUE,PROMO10,8,Transfer,,Churn Risk,,2,
7243,34,,Bag,,1575,USA,,,Spring,3.9,No,Express,No,NONE,5,Card,Very High,VIP,,7,Excellent
7244,52,,Laptop,Gadgets,167,Nigeria,m,White,,2.5,Inactive,Same Day,FALSE,SALE20,10,Crypto,Very High,Churn Risk,mobile,12,Good
7245,33,,Laptop,,319,France,XL,,,2.6,,,No,WELCOME,3,Card,Low,Churn Risk,mobile,12,Will buy again
7246,46,Male,Headset,Accessories,337,Canada,m,Green,Winter,3.2,Inactive,Same Day,TRUE,NONE,29,Transfer,Medium,New,mobile,14,
7247,52,M,Phone,Electronics,1637,India,m,Black,Summer,2.7,Active,Pickup,No,,24,Crypto,Medium,New,Mobile,3,Bad
7248,45,Female,shirt,Clothing,529,Nigeria,L,Red,,3.4,No,Express,Yes,,8,Card,Medium,Churn Risk,mobile,-1,Bad
7249,57,M,Headset,Gadgets,1306,Nigeria,XL,White,Harmattan,4.7,Active,Pickup,Yes,WELCOME,18,Card,,Returning,mobile,1,
7250,48,,Shirt,Fashion,60,Germany,m,Green,,2.4,,Standard,Yes,WELCOME,29,Transfer,High,VIP,mobile,8,
7251,25,Male,Shoes ,Fashion,393,Nigeria,M,Green,Summer,3.8,,Standard,,WELCOME,5,Cash,High,Returning,Mobile,13,Good
7252,52,M,Shirt,Clothing,597,USA,XL,Black,Winter,4.5,No,Pickup,,PROMO10,3,Card,Medium,Returning,Mobile,9,Good
7253,27,M,Headset,Gadgets,943,UK,M,,Autumn,1.3,,,FALSE,PROMO10,3,card,Medium,Churn Risk,Tablet,7,Late delivery
7254,69,F,Phone,Electronics,1742,Nigeria,,Green,Summer,3.2,Yes,,FALSE,,31,card,Medium,Returning,Mobile,5,Late delivery
7255,45,M,,Gadgets,1279,China,,Black,Spring,1.5,,Express,Yes,PROMO10,34,Crypto,High,VIP,Desktop,-2,Will buy again
7256,42,F,Watch,Electronics,955,USA,XL,Red,Winter,4.2,Active,Standard,Yes,,14,Cash,High,Churn Risk,mobile,13,Bad
7257,54,F,Laptop,Gadgets,735,USA,m,Red,Summer,2.5,No,Express,FALSE,NONE,47,Crypto,High,VIP,Mobile,13,Excellent
7258,24,Other,Phone,Fashion,531,China,L,Green,Autumn,3.0,,Standard,No,,17,Card,Very High,New,mobile,7,Excellent
7259,69,,Phone,Accessories,1649,India,XXL,Blue,Spring,3.1,No,,FALSE,,32,Cash,High,VIP,,8,Will buy again
7260,36,Male,Headset,,1326,UK,L,Red,Harmattan,3.3,Active,Express,FALSE,SALE20,30,Crypto,,,,14,
