Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Customer_Segment,Device_Used,Delivery_Delay_Days,Customer_Satisfaction_Comment,Age_Group,Frequency
3004,37,Other,Watch,Fashion,1490.0,UK,XXL,Green,Autumn,1.7,,Standard,No,SALE20,41.0,Transfer,Medium,New,Desktop,4.0,Bad,21-40,1
3005,23,M,Headset,Accessories,863.0,Nigeria,XL,red,Winter,1.1,Active,Same Day,,,14.0,Cash,,Churn Risk,Mobile,3.0,Bad,0-20,1
3006,64,,,Fashion,363.0,France,S,Green,Autumn,4.3,No,Pickup,TRUE,PROMO10,18.0,Crypto,High,VIP,Tablet,12.0,Will buy again,61-80,1
3007,30,M,Shoes ,Electronics,472.0,India,m,Black,,4.7,No,,No,WELCOME,39.0,card,High,VIP,Desktop,12.0,Bad,21-40,1
3008,32,F,shirt,Gadgets,370.0,Germany,S,White,Spring,1.3,,Express,,PROMO10,15.0,card,Medium,Churn Risk,Tablet,3.0,Excellent,21-40,1
3009,38,Female,Watch,,,Nigeria,XXL,Blue,Spring,4.4,Yes,Pickup,No,PROMO10,12.0,Cash,Very High,VIP,mobile,1.0,Bad,21-40,1
3010,39,,Shoes ,,,USA,L,White,Spring,2.8,Inactive,Pickup,No,NONE,22.0,Card,Low,VIP,Tablet,13.0,Late delivery,21-40,1
3011,60,M,Shirt,Electronics,1315.0,USA,XL,White,Spring,1.7,Inactive,Express,FALSE,SALE20,20.0,Cash,Medium,,Desktop,10.0,Excellent,61-80,1
3012,34,Male,,,,China,,Blue,Winter,2.5,Yes,Pickup,FALSE,PROMO10,0.0,,High,Returning,Mobile,3.0,Bad,21-40,1
3013,20,,Shoes ,Gadgets,708.0,China,XL,White,Autumn,4.5,No,Standard,Yes,NONE,16.0,card,Medium,VIP,Desktop,7.0,Excellent,0-20,1
3014,47,Male,Shirt,Electronics,1710.0,China,XL,Red,,1.5,,Express,TRUE,WELCOME,18.0,Cash,High,,Mobile,2.0,,41-60,1
3015,59,Female,Shoes ,Fashion,1598.0,USA,M,,Winter,1.4,,,FALSE,NONE,7.0,Transfer,High,,Tablet,4.0,Will buy again,61-80,1
3016,16,M,Shirt,Fashion,47.0,Germany,L,Green,Autumn,4.9,Active,Express,TRUE,NONE,35.0,card,High,Churn Risk,mobile,2.0,,0-20,1
3017,38,,Bag,Electronics,1700.0,Germany,,White,Harmattan,2.2,Inactive,Standard,Yes,NONE,3.0,card,Very High,Returning,Desktop,2.0,Bad,21-40,1
3018,52,,Headset,Clothing,1186.0,Canada,S,Blue,Spring,4.4,Active,Express,,WELCOME,25.0,Crypto,,New,Desktop,3.0,Will buy again,41-60,1
3019,23,Female,shirt,Electronics,239.0,China,L,Green,Winter,3.2,Inactive,Same Day,Yes,,31.0,,,VIP,Mobile,0.0,Bad,0-20,1
3020,28,F,Bag,Accessories,479.0,China,,Green,Spring,2.0,Yes,Standard,Yes,PROMO10,12.0,Card,,,Desktop,2.0,Will buy again,0-20,1
3021,23,Male,Phone,Clothing,1879.0,,L,White,Autumn,2.2,No,Pickup,,WELCOME,37.0,Card,Low,Churn Risk,,12.0,Bad,0-20,1
3022,38,,shirt,Fashion,899.0,Canada,,White,Autumn,2.6,,Same Day,TRUE,PROMO10,19.0,card,High,New,,4.0,Good,21-40,1
3023,58,Other,Headset,Electronics,961.0,Nigeria,L,,,1.6,Yes,Express,Yes,SALE20,4.0,Transfer,Very High,New,Desktop,1.0,Bad,61-80,1
3024,16,Male,Shirt,Clothing,1440.0,,,White,Spring,3.8,,Standard,,SALE20,47.0,,Medium,,mobile,11.0,Excellent,0-20,1
3025,60,M,Phone,Accessories,1841.0,Nigeria,L,Black,Harmattan,2.7,,Express,Yes,PROMO10,1.0,Crypto,Low,New,Mobile,10.0,Bad,61-80,1
3026,66,Female,Phone,Gadgets,398.0,Canada,L,Green,Winter,4.6,Inactive,Pickup,FALSE,PROMO10,18.0,Transfer,Very High,Churn Risk,Mobile,6.0,Late delivery,61-80,1
3027,39,Male,shirt,Fashion,1172.0,Nigeria,M,Black,,4.7,Yes,Standard,Yes,,16.0,Transfer,Very High,Churn Risk,Tablet,14.0,Late delivery,21-40,1
3028,50,Other,Shirt,Clothing,931.0,UK,XXL,White,Harmattan,4.7,No,,Yes,SALE20,36.0,Crypto,High,,Tablet,2.0,Good,41-60,1
3029,39,Other,Shoes,,,UK,L,Blue,Autumn,3.6,Yes,,TRUE,WELCOME,39.0,Cash,Very High,Returning,mobile,4.0,Will buy again,21-40,1
3030,32,Female,Laptop,Clothing,1539.0,India,S,,Harmattan,2.9,Active,Pickup,Yes,WELCOME,34.0,Card,Medium,,Tablet,0.0,,21-40,1
3031,20,Female,Laptop,,,UK,L,White,Winter,1.3,No,,Yes,NONE,46.0,Cash,,New,mobile,14.0,Late delivery,0-20,1
3032,35,Male,Shoes,Clothing,1888.0,France,XL,White,Summer,4.0,Inactive,Same Day,TRUE,WELCOME,23.0,,Very High,,Tablet,7.0,Excellent,21-40,1
3033,36,M,,Electronics,1296.0,Canada,m,red,Summer,1.4,Yes,Express,,SALE20,25.0,Card,High,VIP,Tablet,11.0,Bad,21-40,1
3034,55,F,Headset,Fashion,485.0,France,XL,Red,Summer,1.7,Yes,Express,No,PROMO10,43.0,Card,Medium,VIP,,12.0,Bad,41-60,1
3035,46,Other,Shirt,Fashion,1184.0,,XL,Red,Spring,4.4,Active,Pickup,TRUE,,7.0,Cash,High,Returning,Tablet,3.0,Late delivery,41-60,1
3036,61,Female,shirt,Electronics,534.0,India,XL,Green,Autumn,4.4,Yes,Same Day,Yes,PROMO10,38.0,Card,Very High,VIP,,7.0,Will buy again,61-80,1
3037,51,F,Headset,Electronics,952.0,Nigeria,L,Green,Spring,2.7,Inactive,Standard,TRUE,SALE20,43.0,Crypto,,VIP,mobile,11.0,Late delivery,41-60,1
3038,26,F,Headset,,,China,XL,Green,Summer,3.9,,Same Day,TRUE,SALE20,36.0,,Medium,Churn Risk,Tablet,13.0,Will buy again,0-20,1
3039,67,F,Shoes,,,Canada,M,,Winter,1.9,No,Same Day,FALSE,NONE,3.0,Transfer,Medium,,,8.0,,61-80,1
3040,30,M,shirt,,,China,L,Black,,4.6,Inactive,Pickup,No,WELCOME,25.0,,Medium,VIP,Mobile,6.0,Late delivery,21-40,1
3041,34,Female,,Electronics,747.0,UK,,Green,,3.6,Active,Standard,Yes,WELCOME,8.0,card,High,VIP,,4.0,,21-40,1
3042,22,Other,shirt,Accessories,964.0,Germany,XXL,red,Autumn,4.4,Yes,Standard,No,,45.0,card,Medium,New,Tablet,7.0,Good,0-20,1
3043,66,Female,Shirt,Clothing,274.0,UK,XL,,Spring,2.6,Active,Pickup,,SALE20,23.0,card,,,mobile,11.0,Good,61-80,1
3044,43,Male,,Accessories,268.0,UK,L,Red,Harmattan,1.2,Inactive,Pickup,No,PROMO10,44.0,Cash,Very High,Returning,Mobile,0.0,,21-40,1
3045,66,Other,shirt,Fashion,482.0,UK,,Green,,5.0,,Express,No,PROMO10,46.0,card,Medium,Churn Risk,Tablet,3.0,,61-80,1
3046,58,Female,Shirt,Electronics,360.0,Canada,M,,,4.0,,Same Day,,PROMO10,21.0,card,High,Churn Risk,Tablet,0.0,,61-80,1
3047,20,Other,Shirt,Clothing,1287.0,UK,S,red,Harmattan,1.7,No,Standard,FALSE,,3.0,card,,New,Tablet,-1.0,,0-20,1
3048,20,Male,Shoes ,,,USA,L,,Winter,3.6,Inactive,Same Day,FALSE,NONE,42.0,Cash,High,New,mobile,9.0,Excellent,0-20,1
3049,45,,Bag,Gadgets,141.0,France,XXL,White,,4.8,Active,Express,,SALE20,25.0,card,Medium,Churn Risk,mobile,6.0,Bad,41-60,1
3050,69,Other,Bag,Clothing,1075.0,Nigeria,S,Red,Spring,4.6,Inactive,Same Day,,WELCOME,12.0,,High,New,Desktop,-1.0,,61-80,1
3051,47,,Headset,Gadgets,67.0,Germany,XL,Black,Autumn,4.8,Inactive,Standard,,,38.0,Cash,,Churn Risk,Desktop,0.0,Excellent,41-60,1
3052,23,F,,Clothing,940.0,France,L,red,Summer,1.4,Yes,Express,FALSE,SALE20,12.0,card,,,Desktop,11.0,Excellent,0-20,1
3053,25,M,Watch,Electronics,81.0,Nigeria,,Black,Summer,4.4,No,Same Day,,,2.0,Crypto,Medium,,Desktop,13.0,Good,0-20,1
3054,53,Male,Headset,Gadgets,858.0,Nigeria,,red,Autumn,4.6,No,Pickup,TRUE,SALE20,8.0,Crypto,Low,Returning,,8.0,Late delivery,41-60,1
3055,62,Other,Watch,Gadgets,637.0,India,,,,1.7,Inactive,Express,Yes,WELCOME,34.0,card,,VIP,Tablet,2.0,,61-80,1
3056,47,Male,shirt,Fashion,1948.0,France,XL,,Winter,3.8,Active,Same Day,,WELCOME,45.0,Transfer,Low,VIP,mobile,3.0,Excellent,41-60,1
3057,63,F,Shirt,Clothing,1483.0,,,,Harmattan,3.8,No,Same Day,TRUE,PROMO10,13.0,Transfer,Medium,New,Mobile,8.0,,61-80,1
3058,43,,Shoes ,Accessories,17.0,Canada,S,Green,Winter,3.8,Active,Pickup,TRUE,PROMO10,21.0,Transfer,Very High,Returning,,14.0,,21-40,1
3059,32,M,Watch,,,UK,M,,Winter,3.3,Inactive,,FALSE,WELCOME,39.0,Transfer,Low,Returning,Desktop,9.0,Good,21-40,1
3060,46,Male,Laptop,Accessories,1486.0,France,XXL,Black,Autumn,2.0,No,,FALSE,NONE,19.0,Transfer,Medium,,Tablet,12.0,Good,41-60,1
3061,23,,Watch,Fashion,1719.0,China,L,Black,Spring,1.4,Active,,FALSE,PROMO10,11.0,Card,,New,Desktop,11.0,Late delivery,0-20,1
3062,55,F,Watch,Fashion,1856.0,Germany,S,Red,,2.0,No,Standard,Yes,PROMO10,20.0,Cash,Low,Churn Risk,Tablet,0.0,,41-60,1
3063,40,F,,Fashion,1871.0,UK,m,,,4.7,Yes,Express,No,NONE,41.0,Crypto,High,Churn Risk,mobile,-1.0,Will buy again,21-40,1
3064,24,F,Bag,Electronics,673.0,UK,S,Green,Spring,1.9,Inactive,,FALSE,,48.0,card,,VIP,,6.0,Good,0-20,1
3065,17,,Shoes ,Electronics,1556.0,Nigeria,L,,Summer,2.7,Active,Pickup,FALSE,SALE20,7.0,,Very High,,mobile,6.0,Good,0-20,1
3066,30,Other,Phone,Electronics,1786.0,France,L,red,Harmattan,2.8,No,Express,Yes,,33.0,Card,High,,Mobile,-1.0,,21-40,1
3067,65,Female,,Electronics,472.0,India,,,Harmattan,4.7,Inactive,Pickup,No,WELCOME,24.0,Card,Very High,VIP,Desktop,6.0,Will buy again,61-80,1
3068,18,Male,Laptop,Fashion,708.0,,m,Green,Summer,1.5,Inactive,Standard,No,PROMO10,7.0,Crypto,Low,Returning,mobile,13.0,,0-20,1
3069,64,Female,Shirt,Fashion,345.0,France,XL,White,Harmattan,2.9,Inactive,Pickup,Yes,PROMO10,45.0,Transfer,Low,Churn Risk,Desktop,1.0,,61-80,1
3070,51,F,,Electronics,1083.0,China,L,Green,Harmattan,4.2,,Standard,No,WELCOME,44.0,Crypto,,New,mobile,2.0,,41-60,1
3071,19,Female,Shoes,Electronics,1441.0,France,,Green,Spring,1.2,,Pickup,,WELCOME,35.0,Card,,,Tablet,11.0,,0-20,1
3072,29,,Headset,Gadgets,1362.0,USA,,Red,Harmattan,4.0,Inactive,Express,No,SALE20,24.0,card,Medium,,Tablet,10.0,,0-20,1
3073,56,F,,Clothing,315.0,UK,L,White,Summer,1.4,Active,,No,,22.0,Cash,Low,Returning,Desktop,11.0,Good,41-60,1
3074,56,F,Bag,Gadgets,192.0,Nigeria,S,White,Autumn,2.8,Inactive,Express,No,WELCOME,42.0,Card,Medium,New,Desktop,8.0,,41-60,1
3075,40,M,Bag,Clothing,685.0,Germany,XL,,,1.6,,,TRUE,PROMO10,8.0,,High,VIP,Mobile,2.0,,21-40,1
3076,65,M,Bag,Electronics,1748.0,France,XL,Green,Winter,2.6,Active,Same Day,No,NONE,40.0,Transfer,Low,VIP,,7.0,Late delivery,61-80,1
3077,25,,,Electronics,1549.0,France,,,Winter,1.1,Active,Express,No,PROMO10,30.0,card,,New,Desktop,0.0,Late delivery,0-20,1
3078,36,,Bag,,,USA,XXL,Blue,Summer,4.4,Inactive,,,PROMO10,38.0,,Medium,Churn Risk,mobile,9.0,Will buy again,21-40,1
3079,51,Female,Shirt,Electronics,618.0,Nigeria,m,White,Autumn,1.5,Active,,FALSE,WELCOME,21.0,Card,High,VIP,Desktop,3.0,Bad,41-60,1
3080,27,Male,Watch,Gadgets,1441.0,India,XXL,Green,Winter,1.7,No,Express,FALSE,,0.0,Crypto,Low,Returning,,11.0,Will buy again,0-20,1
3081,42,Female,,Fashion,1686.0,Canada,XXL,Green,Summer,2.8,Yes,Standard,No,WELCOME,35.0,card,Very High,Returning,Mobile,11.0,Late delivery,21-40,1
3082,55,,Bag,Clothing,284.0,,XXL,Red,,1.1,Yes,,,PROMO10,34.0,Crypto,Very High,,Tablet,5.0,,41-60,1
3083,17,Male,Shoes,,,China,XL,,,4.7,Inactive,Express,No,PROMO10,1.0,card,Very High,,Desktop,0.0,,0-20,1
3084,69,Female,,Gadgets,789.0,France,S,red,,2.7,No,Same Day,Yes,WELCOME,37.0,card,Medium,New,,9.0,Will buy again,61-80,1
3085,28,Other,shirt,,,UK,XXL,White,,3.1,Inactive,,No,SALE20,25.0,,Medium,,,-1.0,Bad,0-20,1
3086,68,Other,Watch,Electronics,1305.0,China,XXL,,Autumn,4.5,,Standard,Yes,NONE,34.0,Card,Very High,,Tablet,-1.0,Good,61-80,1
3087,47,Male,Watch,Fashion,599.0,Nigeria,m,White,Winter,3.3,Yes,Pickup,No,WELCOME,13.0,,Low,,Mobile,6.0,Will buy again,41-60,1
3088,46,M,,Gadgets,1346.0,,,Blue,Summer,1.3,No,,,WELCOME,11.0,Crypto,Low,Returning,Mobile,7.0,Excellent,41-60,1
3089,31,Male,shirt,Clothing,987.0,,XL,Green,Summer,4.2,Inactive,Express,TRUE,WELCOME,19.0,,Very High,Churn Risk,Mobile,6.0,Bad,21-40,1
3090,47,Female,Shirt,,,China,M,,Harmattan,4.7,Yes,Express,No,WELCOME,28.0,card,,Churn Risk,mobile,-1.0,,41-60,1
3091,47,F,,,,Canada,S,White,Winter,4.2,Inactive,,No,PROMO10,31.0,Crypto,High,VIP,Mobile,13.0,Bad,41-60,1
3092,49,Other,shirt,,,,S,,Spring,1.8,Active,Standard,Yes,SALE20,2.0,card,,New,Tablet,12.0,Will buy again,41-60,1
3093,26,F,Bag,Electronics,478.0,,S,red,Spring,2.9,Active,Pickup,FALSE,PROMO10,28.0,Transfer,,Returning,Mobile,6.0,Bad,0-20,1
3094,25,Other,Bag,Clothing,1401.0,Germany,M,Black,Summer,2.2,Active,Express,No,WELCOME,34.0,Cash,Very High,Churn Risk,mobile,5.0,,0-20,1
3095,30,Female,Bag,,,France,XXL,White,Autumn,3.4,Yes,Express,FALSE,,3.0,Cash,,,Mobile,11.0,Late delivery,21-40,1
3096,32,Other,Shoes,Electronics,1935.0,India,m,Green,Autumn,4.3,Active,Same Day,,PROMO10,44.0,Crypto,,,mobile,2.0,,21-40,1
3097,55,Male,,Electronics,175.0,,XXL,Black,Summer,2.6,,Express,Yes,WELCOME,49.0,Crypto,Very High,Churn Risk,,4.0,,41-60,1
3098,33,F,Headset,Accessories,730.0,India,S,Blue,Harmattan,3.4,No,,FALSE,NONE,9.0,card,Low,VIP,,2.0,Will buy again,21-40,1
3099,24,,,Clothing,1917.0,Nigeria,m,Black,,1.0,Yes,Express,No,NONE,45.0,,Medium,Returning,Mobile,-2.0,Excellent,0-20,1
3100,40,F,Headset,Fashion,727.0,,m,Red,Summer,2.4,No,Same Day,TRUE,SALE20,33.0,card,Very High,,Tablet,-1.0,Excellent,21-40,1
3101,55,Female,Shirt,Electronics,1932.0,France,M,Black,Spring,3.5,Inactive,,,PROMO10,30.0,card,Medium,Returning,mobile,8.0,,41-60,1
3102,29,,Watch,Fashion,1023.0,USA,M,,Harmattan,5.0,Inactive,,TRUE,NONE,39.0,,Medium,,Tablet,0.0,Late delivery,0-20,1
3103,40,F,Laptop,Gadgets,1691.0,,XL,Black,,2.1,Yes,Express,,SALE20,42.0,Crypto,,Churn Risk,Tablet,7.0,Good,21-40,1
3104,65,Female,Headset,Electronics,244.0,Nigeria,XL,Black,Autumn,1.7,Yes,Pickup,FALSE,SALE20,36.0,card,Low,New,,13.0,Good,61-80,1
3105,37,M,Headset,,,Germany,XXL,red,Spring,4.6,,Standard,No,SALE20,12.0,Cash,,,Mobile,7.0,Bad,21-40,1
3106,67,Male,Laptop,Electronics,825.0,,XXL,Green,Autumn,3.3,Active,Same Day,TRUE,NONE,0.0,card,Very High,Churn Risk,,7.0,,61-80,1
3107,45,Other,Bag,,,Nigeria,,Blue,Autumn,5.0,,Same Day,No,,43.0,card,Very High,New,Tablet,14.0,Good,41-60,1
3108,35,Other,Headset,Electronics,812.0,USA,XXL,Black,Spring,2.0,No,Standard,,SALE20,28.0,Transfer,High,Returning,Desktop,14.0,Good,21-40,1
3109,36,Other,shirt,,,India,S,Red,Spring,1.8,,Same Day,FALSE,PROMO10,20.0,Transfer,,New,,4.0,,21-40,1
3110,59,M,Laptop,Fashion,1180.0,USA,S,White,Autumn,2.4,Active,,No,SALE20,43.0,Card,,New,Tablet,10.0,Excellent,61-80,1
3111,47,Male,Watch,Accessories,1872.0,,XL,red,Winter,3.3,Yes,Pickup,Yes,PROMO10,19.0,Crypto,Low,VIP,,5.0,Bad,41-60,1
3112,66,F,Headset,Clothing,80.0,,XXL,Black,Harmattan,1.3,No,Same Day,Yes,PROMO10,33.0,Card,Very High,Churn Risk,mobile,14.0,Good,61-80,1
3113,61,F,,Electronics,740.0,China,XXL,White,,2.6,Active,Express,FALSE,,1.0,card,,Churn Risk,mobile,1.0,,61-80,1
3114,64,Male,Bag,Clothing,646.0,USA,,White,Winter,1.3,Active,Express,,WELCOME,21.0,Cash,Medium,VIP,Mobile,2.0,,61-80,1
3115,36,,Phone,,,UK,XL,White,Winter,3.6,Yes,Express,No,PROMO10,44.0,Crypto,High,,Mobile,11.0,Bad,21-40,1
3116,50,Male,Shoes,Clothing,842.0,UK,m,red,,2.4,Active,Standard,,,25.0,Crypto,Low,New,,4.0,Will buy again,41-60,1
3117,47,Other,Watch,,,China,S,Black,Winter,4.9,Inactive,Standard,,PROMO10,12.0,Crypto,,Churn Risk,Desktop,3.0,,41-60,1
3118,45,F,Phone,Clothing,321.0,China,S,Green,Autumn,1.4,Active,,No,SALE20,12.0,,Medium,Returning,mobile,7.0,,41-60,1
3119,54,Male,Headset,,,France,XL,Black,Winter,4.6,,Express,TRUE,SALE20,23.0,card,Medium,Churn Risk,Desktop,1.0,Excellent,41-60,1
3120,64,F,shirt,Fashion,1154.0,India,m,red,Autumn,1.1,Inactive,Pickup,Yes,SALE20,1.0,Card,,VIP,mobile,-1.0,,61-80,1
3121,27,Male,Laptop,,,Nigeria,M,Black,Harmattan,3.6,Active,Express,TRUE,,3.0,Cash,Very High,Returning,Tablet,14.0,Excellent,0-20,1
3122,56,Female,shirt,Clothing,552.0,China,L,Green,Summer,4.8,No,Pickup,FALSE,,6.0,card,Low,,Tablet,0.0,,41-60,1
3123,62,Other,Watch,Gadgets,1581.0,India,L,Blue,Autumn,3.8,Yes,Same Day,FALSE,WELCOME,47.0,Transfer,,VIP,mobile,1.0,Will buy again,61-80,1
3124,33,Male,Phone,,,Germany,XL,red,Autumn,1.1,Inactive,Pickup,FALSE,,34.0,Crypto,High,Returning,,1.0,Good,21-40,1
3125,36,M,Shirt,Fashion,170.0,Germany,,red,,3.6,Inactive,,TRUE,NONE,30.0,Card,Low,VIP,,9.0,Will buy again,21-40,1
3126,28,Male,Shoes,Fashion,342.0,USA,M,red,,2.2,Inactive,Same Day,No,NONE,21.0,Transfer,Low,Returning,Tablet,2.0,,0-20,1
3127,36,Female,Shoes ,Gadgets,1683.0,Nigeria,XL,red,Winter,3.9,Active,Express,,WELCOME,7.0,Cash,Low,Churn Risk,mobile,7.0,Late delivery,21-40,1
3128,23,M,Watch,Accessories,820.0,,XXL,Green,Winter,2.8,,Standard,FALSE,WELCOME,6.0,,High,VIP,mobile,7.0,Bad,0-20,1
3129,61,M,Headset,Accessories,1381.0,UK,M,red,,3.5,Active,Pickup,Yes,SALE20,24.0,Crypto,Very High,,mobile,4.0,Will buy again,61-80,1
3130,55,Male,Watch,,,Germany,XXL,Black,Spring,1.1,Inactive,Same Day,,,39.0,,High,,Mobile,3.0,,41-60,1
3131,61,Female,,Electronics,418.0,China,XL,red,,2.1,Yes,Standard,,NONE,36.0,,High,VIP,,4.0,,61-80,1
3132,22,M,Headset,Accessories,1768.0,India,m,red,,2.2,Inactive,Express,Yes,SALE20,13.0,Card,,Returning,Mobile,3.0,,0-20,1
3133,38,Other,shirt,Electronics,707.0,India,m,Black,,2.8,Inactive,Express,,PROMO10,45.0,Transfer,High,VIP,Tablet,4.0,Late delivery,21-40,1
3134,59,,Phone,Clothing,1053.0,Canada,m,Green,Autumn,4.5,No,,FALSE,PROMO10,2.0,Cash,Very High,New,mobile,3.0,Bad,61-80,1
3135,47,Other,Shoes,Electronics,776.0,Canada,m,red,Autumn,2.5,No,Express,No,PROMO10,1.0,Card,Medium,VIP,Desktop,9.0,,41-60,1
3136,26,F,Shoes,Accessories,1558.0,France,S,Red,Autumn,3.8,,Standard,Yes,NONE,37.0,,Medium,Churn Risk,Mobile,-1.0,Good,0-20,1
3137,37,F,shirt,Electronics,1969.0,Canada,XXL,,,2.4,No,Pickup,Yes,NONE,22.0,Crypto,High,Churn Risk,Desktop,-1.0,,21-40,1
3138,37,Female,Phone,Fashion,636.0,India,S,Green,Summer,1.8,Yes,Express,No,SALE20,13.0,Crypto,,VIP,Tablet,14.0,,21-40,1
3139,58,M,Shirt,Accessories,1530.0,USA,S,,Spring,2.9,,Express,,SALE20,9.0,Cash,Low,VIP,Desktop,14.0,Late delivery,61-80,1
3140,40,Other,Bag,Electronics,1381.0,India,XL,White,Winter,2.0,Active,,No,WELCOME,23.0,Transfer,Very High,,,8.0,Will buy again,21-40,1
3141,37,Other,Shoes,Accessories,1624.0,UK,XL,Green,,1.2,Inactive,Same Day,TRUE,PROMO10,39.0,Cash,High,Churn Risk,Mobile,-1.0,Bad,21-40,1
3142,43,,Watch,Gadgets,494.0,China,,Red,,1.9,,,Yes,,39.0,,Medium,,Mobile,1.0,,21-40,1
3143,44,Female,Watch,Accessories,729.0,Germany,L,red,Spring,1.3,Inactive,Pickup,TRUE,,22.0,Card,Very High,New,,8.0,Will buy again,41-60,1
3144,28,M,Bag,Gadgets,453.0,,m,White,Summer,1.2,No,,Yes,PROMO10,39.0,,High,,Tablet,3.0,,0-20,1
3145,33,Female,Bag,Electronics,1510.0,Canada,XXL,,Summer,4.0,Active,Standard,No,,22.0,card,Low,VIP,mobile,11.0,Good,21-40,1
3146,17,Male,Headset,Gadgets,333.0,Germany,S,Black,,3.8,,Same Day,TRUE,NONE,21.0,card,High,,Tablet,5.0,Bad,0-20,1
3147,44,Other,Shoes,Accessories,581.0,Nigeria,m,Blue,Winter,1.6,No,Standard,TRUE,NONE,23.0,Transfer,Medium,VIP,,1.0,Late delivery,41-60,1
3148,36,Female,Phone,Fashion,371.0,UK,m,Green,Autumn,1.2,No,Same Day,Yes,WELCOME,7.0,Card,High,Returning,mobile,9.0,Will buy again,21-40,1
3149,30,Female,Bag,Gadgets,1567.0,Canada,m,Green,Autumn,1.1,Active,,,SALE20,10.0,,High,,Desktop,4.0,Bad,21-40,1
3150,67,,Phone,Accessories,1747.0,,XXL,Green,,3.9,,,Yes,WELCOME,10.0,,,VIP,mobile,12.0,Bad,61-80,1
3151,42,Male,Laptop,Fashion,1116.0,China,XXL,Green,Winter,2.7,Inactive,Express,,WELCOME,34.0,Card,High,,Tablet,2.0,Excellent,21-40,1
3152,65,F,Watch,Clothing,960.0,USA,XL,Red,Winter,2.7,Yes,Express,TRUE,PROMO10,14.0,,Medium,,Tablet,5.0,Late delivery,61-80,1
3153,46,Other,shirt,,,France,XXL,,Winter,1.3,Yes,Same Day,FALSE,PROMO10,7.0,Card,High,New,mobile,8.0,,41-60,1
3154,30,,Shirt,Gadgets,413.0,Canada,L,White,,4.2,Active,,No,WELCOME,21.0,Card,Very High,Returning,Desktop,3.0,Late delivery,21-40,1
3155,66,Female,,Gadgets,1958.0,Germany,M,Red,Autumn,2.2,Inactive,,Yes,NONE,33.0,Card,Medium,Churn Risk,mobile,10.0,Late delivery,61-80,1
3156,38,Other,Shoes ,Electronics,1264.0,,S,Blue,Harmattan,2.7,No,Pickup,TRUE,,39.0,Crypto,Very High,Returning,mobile,3.0,,21-40,1
3157,39,F,Shirt,Clothing,54.0,Canada,M,red,Winter,2.8,Yes,Pickup,,SALE20,45.0,Card,High,Churn Risk,Mobile,0.0,Excellent,21-40,1
3158,59,Female,Laptop,Electronics,187.0,Germany,,Red,Summer,4.5,,Pickup,FALSE,,29.0,,Medium,Churn Risk,Tablet,7.0,,61-80,1
3159,28,Male,shirt,Electronics,398.0,India,M,Green,Autumn,4.3,Inactive,Pickup,FALSE,,0.0,Cash,,New,,14.0,Excellent,0-20,1
3160,37,Other,Laptop,Accessories,994.0,India,S,Blue,Spring,2.3,No,,No,,6.0,,,Returning,Desktop,0.0,,21-40,1
3161,58,,Headset,Electronics,881.0,France,M,,Winter,1.3,No,Express,,WELCOME,38.0,Card,Low,,Mobile,14.0,,61-80,1
3162,52,Male,Phone,Gadgets,1773.0,UK,XXL,Blue,Winter,3.2,Yes,Pickup,TRUE,PROMO10,2.0,,High,Churn Risk,Mobile,2.0,,41-60,1
3163,48,F,Shirt,Electronics,190.0,Nigeria,XL,Blue,Spring,2.1,Yes,,FALSE,,6.0,Card,Medium,Churn Risk,Tablet,8.0,Bad,41-60,1
3164,18,F,Shoes ,Fashion,93.0,,L,Black,Spring,2.2,Active,Same Day,TRUE,NONE,22.0,Cash,Very High,,Tablet,13.0,,0-20,1
3165,69,Other,,Gadgets,1927.0,France,L,Red,Summer,4.5,No,Standard,FALSE,PROMO10,25.0,Crypto,Medium,VIP,,5.0,Late delivery,61-80,1
3166,34,F,,,,UK,XXL,Blue,,3.9,,Pickup,No,NONE,11.0,card,Low,New,Desktop,1.0,,21-40,1
3167,38,M,Shirt,Accessories,90.0,Nigeria,XL,,Autumn,2.6,Inactive,,TRUE,,34.0,card,,,Tablet,14.0,Good,21-40,1
3168,44,,Bag,Electronics,1644.0,France,,White,Autumn,3.6,Yes,Same Day,Yes,NONE,29.0,Card,Low,New,Tablet,8.0,Will buy again,41-60,1
3169,45,Other,,Fashion,1650.0,UK,XL,red,Autumn,1.8,No,Same Day,Yes,WELCOME,32.0,Transfer,Medium,Churn Risk,Tablet,9.0,,41-60,1
3170,54,M,Headset,,,Nigeria,M,,Summer,3.7,Yes,,,WELCOME,48.0,Crypto,Medium,Returning,mobile,10.0,,41-60,1
3171,59,F,Phone,Fashion,92.0,Germany,L,Blue,Summer,1.3,Active,Pickup,,,29.0,Transfer,Low,VIP,Tablet,11.0,Late delivery,61-80,1
3172,62,Other,,Gadgets,1084.0,Nigeria,L,White,Harmattan,3.6,Yes,Same Day,FALSE,NONE,8.0,Card,High,New,,10.0,,61-80,1
3173,40,M,Bag,Electronics,1183.0,UK,,red,Winter,4.5,Inactive,Same Day,,NONE,35.0,Transfer,Very High,Returning,Mobile,14.0,Late delivery,21-40,1
